1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
572,BEACON / BEACON LIGHTING CERERMONY,משואה,SINGLE,https://vimeo.com/398787372,Sequence-AE-24_5-BEACON.mp4,2.286,לא רלוונטי,לא רלוונטי,1,אגרוף,Fist.jpg,לא רלוונטי,N/A,לא רלוונטי,N/A,לא,TIMRP,סגורות,לא רלוונטי,משתנה,ללא מגע,לא רלוונטי,לא רלוונטי,לא רלוונטי,לצד הדומיננטי,קדימה,לא,לא רלוונטי,שטח נייטרלי,שטח נייטרלי - גבוה,לא רלוונטי,באותו הצד,כן,קשת,לא רלוונטי,חתך אמצעי (פנימה/החוצה),לא רלוונטי,נגד כיוון השעון,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,אחת,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא
573,MOMENT OF SILENCE SIREN,צפירת זיכרון,SINGLE,https://vimeo.com/398787400,Sequence-AE-24_9-MOMENT-OF-SILENCE.mp4,5.381,לא רלוונטי,לא רלוונטי,1,פרפר,F-curved.jpg,לא רלוונטי,N/A,לא רלוונטי,N/A,לא,TI,מעוקמות ,לא רלוונטי,מנוגד,סגור,לא רלוונטי,לא רלוונטי,לא רלוונטי,קדימה,למעלה,כן,בתחילת הסימן,רֹאשׁ,אוזן,לא רלוונטי,באותו הצד,כן,ישר,לא רלוונטי,חתך אמצעי (פנימה/החוצה),לא רלוונטי,קרוב>מרוחק,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,אחת,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא
574,FIRE,אש,SINGLE,https://vimeo.com/398787421,Sequence-AE-24_11-FIRE.mp4,5.857,לא רלוונטי,לא רלוונטי,2,5,5.jpg,לא רלוונטי,N/A,5,5.jpg,לא,TIMRP,מוארכות,פרוסות כמו בסימון 4,כלפי חוץ,ללא מגע,לא,אותו,לא,"דינמי, משתנה",למעלה,לא,לא רלוונטי,שטח נייטרלי,שטח נייטרלי,לא רלוונטי,סימטריה עם שימוש בשתי הידיים,כן,ישר,לא רלוונטי,אנכי (למעלה/למטה),לא רלוונטי,נמוך>גבוה,לא רלוונטי,לא,לא רלוונטי,כן,סיבוב (כמו ״כן״),אחת,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא
575,CAMPFIRE / BONFIRE / PYRE,מדורה,SINGLE,https://vimeo.com/398787448,Sequence-AE-24_12-CAMPFIRE.mp4,4.952,לא רלוונטי,לא רלוונטי,2,לא בטוח,Unknown-handshape.jpg,לא רלוונטי,N/A,לא בטוח,Unknown-handshape.jpg,לא,TIMRP,מוארכות,נוגועות זו בזו כמו בסימון K,כלפי חוץ,ללא מגע,לא,אותו,לא,"דינמי, משתנה",למעלה,לא,לא רלוונטי,שטח נייטרלי,שטח נייטרלי,לא רלוונטי,סימטריה עם שימוש בשתי הידיים,כן,ישר,לא רלוונטי,אנכי (למעלה/למטה),לא רלוונטי,נמוך>גבוה,לא רלוונטי,לא,לא רלוונטי,כן,סיבוב (כמו ״כן״),מרובות,כן,לא רלוונטי,לא (חד כיווני),לא,לא,לא,לא
576,ENGAGEMENT,אירוסין,SINGLE,https://vimeo.com/398787482,Sequence-AE-25_4-ENGAGEMENT.mp4,5.571,לא רלוונטי,לא רלוונטי,2,משלם,Small-O.jpg,לא רלוונטי,N/A,משלם,Small-O.jpg,לא,TI,מאונקלות (כמו וו),לא רלוונטי,למעלה,אצבע מצעית,כן,אותו,לא,אחורה,"דינמי, משתנה",כן (מגע סימטרי ביד2 במרחב נייטרלי),בתחילת הסימן,שטח נייטרלי,שטח נייטרלי,לא רלוונטי,סימטריה עם שימוש בשתי הידיים,כן,צורת האות ר׳,לא רלוונטי,אנכי (למעלה/למטה),לא רלוונטי,עם כיוון השעון,לא רלוונטי,לא,לא רלוונטי,כן,לא בטוח,אחת,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא
577,WEDDING RING,טבעת נישואין,SINGLE,https://vimeo.com/398787517,Sequence-AE-26_0-WEDDING-RING.mp4,4.190,לא רלוונטי,לא רלוונטי,2,רופא,Open-F.jpg,לא רלוונטי,N/A,5,5.jpg,לא,TI,מעוקמות ,לא רלוונטי,מנוגד,ללא מגע,לא,שונה,לא,לצד הנגדי,קדימה,כן,מתמשך,יד 2,כף יד שלמה - צד חיצוני,לא רלוונטי,לא רלוונטי (על בסיס היד הלא דומיננטית),כן,ישר,לא רלוונטי,אנכי (למעלה/למטה),לא רלוונטי,גבוה>נמוך,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,אחת,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא
578,MIKVA / RITUAL BATH,מקווה (מאגר מים),SINGLE,https://vimeo.com/398787539,Sequence-AE-26_3-MIKVA.mp4,4.333,לא רלוונטי,לא רלוונטי,2,זָוִית,Bent.jpg,לא רלוונטי,N/A,זָוִית,Bent.jpg,לא,TIMRP,זווית,צמודות כמו בסימון B,משתנה,ללא מגע,כן,אותו,לא,למטה,קדימה,לא,לא רלוונטי,שטח נייטרלי,שטח נייטרלי - נמוך,לא רלוונטי,סימטריה עם שימוש בשתי הידיים,כן,ישר,לא רלוונטי,אנכי (למעלה/למטה),לא רלוונטי,גבוה>נמוך,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,מרובות,כן,סִימוּלטָנִי,לא (חד כיווני),לא,לא,לא,לא
579,RABBINATE,רבנות,SINGLE,https://vimeo.com/398787574,Sequence-AE-26_7-RABBINATE.mp4,5.143,לא רלוונטי,לא רלוונטי,1,טורפת,Claw.jpg,לא רלוונטי,N/A,לא רלוונטי,N/A,לא,TIMRP,מעוקמות ,פרוסות כמו בסימון 4,מנוגד,ללא מגע,לא רלוונטי,לא רלוונטי,לא רלוונטי,למעלה,לצד הנגדי,קירוב בלבד,בתחילת הסימן,שני מיקומים,מתחת לסנטר,שטח נייטרלי,על קו האמצע,כן,ישר,לא רלוונטי,אנכי (למעלה/למטה),לא רלוונטי,גבוה>נמוך,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,אחת,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא
580,FAMILY,משפחה,SINGLE,https://vimeo.com/398787620,Sequence-AE-26_10-FAMILY.mp4,5.286,לא רלוונטי,לא רלוונטי,2,עכבר,Flat-O-curved.jpg,לא רלוונטי,N/A,עכבר,Flat-O-curved.jpg,לא,TIMRP,מעוקמות ,צמודות כמו בסימון B,מנוגד,אצבע מצעית,כן,אותו,לא,למטה,"דינמי, משתנה",כן (מגע סימטרי ביד2 במרחב נייטרלי),בהתחלה ובסוף,שטח נייטרלי,שטח נייטרלי,לא רלוונטי,סימטריה עם שימוש בשתי הידיים,כן,מעגל,לא רלוונטי,אופקי (מצד לצד),לא רלוונטי,עם כיוון השעון,לא רלוונטי,לא,לא רלוונטי,כן,לא בטוח,אחת,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא
581,PARTNER / GIRLFRIEND / BOYFRIEND,בן / בת זוג (חבר/ה),SINGLE,https://vimeo.com/398787856,Sequence-AE-28_2-MALE-SPOUSE.mp4,4.952,לא רלוונטי,לא רלוונטי,2,מנהל,A-thumb.jpg,לא רלוונטי,N/A,מנהל,A-thumb.jpg,לא,T,מוארכות,לא רלוונטי,כלפי חוץ,ללא מגע,כן,אותו,לא,לצד הנגדי,קדימה,כן (מגע סימטרי ביד2 במרחב נייטרלי),מחובר,שטח נייטרלי,צד כף היד -אגודל,לא רלוונטי,סימטריה עם שימוש בשתי הידיים,כן,ישר,לא רלוונטי,לא בטוח,לא רלוונטי,גבוה>נמוך,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,מרובות,כן,סִימוּלטָנִי,כן (דו כיווני),לא,לא,לא,לא בטוח
582,PARTNER,בן/ בת זוג,SINGLE,https://vimeo.com/398789829,Sequence-AE-29_2-FEMALE-SPOUSE_1.mp4,5.286,לא רלוונטי,לא רלוונטי,1,מספריים,V.jpg,נשבע,U-swear.jpg,לא רלוונטי,N/A,לא,IM,מוארכות,פרוסות כמו בסימון 4,חוצה,ללא מגע,לא רלוונטי,לא רלוונטי,לא רלוונטי,למטה,קדימה,לא,לא רלוונטי,שטח נייטרלי,שטח נייטרלי,לא רלוונטי,באותו הצד,לא,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,כן,סגירת הפריסה (כמו ״מספריים״),לא,לא רלוונטי,אחת,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא
583,BROTHER-IN-LAW,גיס,SINGLE,https://vimeo.com/398789939,Sequence-AE-29_4-BROTHER-IN-LAW.mp4,5.048,לא רלוונטי,לא רלוונטי,2,אצבע,Index-1.jpg,לא רלוונטי,N/A,אצבע,Index-1.jpg,לא,I,מוארכות,לא רלוונטי,משתנה,ללא מגע,לא,אותו,לא,אַחֵר,לצד הנגדי,כן,באמצע הסימן,יד 2,גב כף היד,לא רלוונטי,לא רלוונטי (על בסיס היד הלא דומיננטית),כן,מעגל,לא רלוונטי,חתך אמצעי (פנימה/החוצה),לא רלוונטי,עם כיוון השעון,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,מרובות,כן,לא רלוונטי,לא (חד כיווני),לא,לא,לא,לא
584,SISTER-IN-LAW,גיסה,SINGLE,https://vimeo.com/398789961,Sequence-AE-29_5-SISTER-IN-LAW.mp4,4.143,לא רלוונטי,לא רלוונטי,2,אצבע,Index-1.jpg,לא רלוונטי,N/A,אצבע,Index-1.jpg,לא,I,מוארכות,לא רלוונטי,משתנה,ללא מגע,לא,אותו,לא,אַחֵר,לצד הנגדי,כן,באמצע הסימן,יד 2,גב כף היד,לא רלוונטי,לא רלוונטי (על בסיס היד הלא דומיננטית),כן,מעגל,לא רלוונטי,חתך אמצעי (פנימה/החוצה),לא רלוונטי,עם כיוון השעון,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,מרובות,כן,לא רלוונטי,לא (חד כיווני),לא,לא,לא,לא
585,ORPHAN,יתום,SINGLE,https://vimeo.com/398790099,Sequence-AE-30_5-ORPHAN.mp4,3.524,לא רלוונטי,לא רלוונטי,1,אצבע,Index-1.jpg,לא רלוונטי,N/A,לא רלוונטי,N/A,לא,I,מוארכות,לא רלוונטי,משתנה,ללא מגע,לא רלוונטי,לא רלוונטי,לא רלוונטי,אחורה,למעלה,לא,לא רלוונטי,שטח נייטרלי,שטח נייטרלי,לא רלוונטי,באותו הצד,כן,מעגל,לא רלוונטי,אופקי (מצד לצד),לא רלוונטי,נגד כיוון השעון,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,מרובות,כן,לא רלוונטי,לא (חד כיווני),לא,לא,לא,לא
586,CREATE,לברוא ,SINGLE,https://vimeo.com/398793998,Sequence-AE-32_1-CREATE.mp4,3.190,לא רלוונטי,לא רלוונטי,2,רגע,Flat-O.jpg,להעתיק,Spray.jpg,מעוגלת,C.jpg,לא,TIMRP,זווית,צמודות כמו בסימון B,מנוגד,סגור,לא,שונה,לא,אחורה,למעלה,כן (מגע סימטרי ביד2 במרחב נייטרלי),התחלה,שני מיקומים,פנים כף היד,שטח נייטרלי - גבוה,לא רלוונטי (על בסיס היד הלא דומיננטית),כן,ישר,לא רלוונטי,אנכי (למעלה/למטה),לא רלוונטי,נמוך>גבוה,לא רלוונטי,כן,פתיחה,לא,לא רלוונטי,אחת,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא
587,PROMISE (2),להבטיח (2),SINGLE,https://vimeo.com/398794054,Sequence-AE-32_4-PROMISE-2.mp4,3.333,לא רלוונטי,לא רלוונטי,2,צמודה,5-thumb.jpg,לא רלוונטי,N/A,צמודה,5-thumb.jpg,לא,TIMRP,מוארכות,צמודות כמו בסימון B,כלפי חוץ,ללא מגע,לא,אותו,לא,אַחֵר,אַחֵר,לא,לא רלוונטי,שני מיקומים,שטח נייטרלי - גבוה,טורסו עליון,לא רלוונטי,לא,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,אין (החזקה),לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי
588,REMOVE / TAKE OUT,מוציא,SINGLE,https://vimeo.com/398794088,Sequence-AE-32_5-REMOVE.mp4,4.857,לא רלוונטי,לא רלוונטי,1,קערה,curve-open.jpg,אגרוף,Fist.jpg,לא רלוונטי,N/A,לא,TIMRP,מעוקמות ,פרוסות כמו בסימון 4,למעלה,ללא מגע,לא רלוונטי,לא רלוונטי,לא רלוונטי,"דינמי, משתנה","דינמי, משתנה",לא,לא רלוונטי,שטח נייטרלי,שטח נייטרלי,לא רלוונטי,באותו הצד,כן,ישר,לא רלוונטי,חתך אמצעי (פנימה/החוצה),לא רלוונטי,מרוחק>קרוב,לא רלוונטי,כן,סגירה,לא,לא רלוונטי,אחת,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא
589,TO REMEMBER,לזכור,SINGLE,https://vimeo.com/398794144,Sequence-AE-32_8-REMEMBER.mp4,6.143,לא רלוונטי,לא רלוונטי,1,רגע,Flat-O.jpg,לא רלוונטי,N/A,לא רלוונטי,N/A,לא,TIMRP,זווית,צמודות כמו בסימון B,מנוגד,סגור,לא רלוונטי,לא רלוונטי,לא רלוונטי,לצד הנגדי,למעלה,כן,מחובר,רֹאשׁ,מצח ורקות (כמו כתר),לא רלוונטי,באותו הצד,לא,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,אין (החזקה),לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי,לא רלוונטי
590,TO CELEBRATE,לחגוג,SINGLE,https://vimeo.com/398794160,Sequence-AE-32_9-CELEBRATE.mp4,5.857,לא רלוונטי,לא רלוונטי,2,אֶקְדָח,L.jpg,לא רלוונטי,N/A,אֶקְדָח,L.jpg,לא,TI,מוארכות,לא רלוונטי,כלפי חוץ,ללא מגע,כן,אותו,לא,לצד הנגדי,קדימה,לא,לא רלוונטי,שטח נייטרלי,שטח נייטרלי,לא רלוונטי,סימטריה עם שימוש בשתי הידיים,כן,מעגל,לא רלוונטי,אנכי (למעלה/למטה),לא רלוונטי,עם כיוון השעון,לא רלוונטי,לא,לא רלוונטי,לא בטוח,לא בטוח,מרובות,כן,סִימוּלטָנִי,לא (חד כיווני),לא,לא,לא,לא
591,TO BAPTISE / TO DIP / TO IMMERSE,לטבול,SINGLE,https://vimeo.com/398794196,Sequence-AE-32_10-BAPTISE.mp4,3.571,לא רלוונטי,לא רלוונטי,2,זָוִית,Bent.jpg,לא רלוונטי,N/A,זָוִית,Bent.jpg,לא,TIMRP,זווית,צמודות כמו בסימון B,משתנה,ללא מגע,כן,אותו,לא,למטה,קדימה,לא,לא רלוונטי,שטח נייטרלי,שטח נייטרלי - נמוך,לא רלוונטי,סימטריה עם שימוש בשתי הידיים,כן,ישר,לא רלוונטי,אנכי (למעלה/למטה),לא רלוונטי,גבוה>נמוך,לא רלוונטי,לא,לא רלוונטי,לא,לא רלוונטי,מרובות,כן,סִימוּלטָנִי,לא (חד כיווני),לא,לא,לא,לא
592,TO STUDY / TO LEARN,ללמוד,SINGLE,https://vimeo.com/398794300,"Sequence-AE-33_3-STUDY,LEARN.mp4",5.619,לא רלוונטי,לא רלוונטי,1,רגע,Flat-O.jpg,לא רלוונטי,N/A,לא רלוונטי,N/A,לא,TIMRP,זווית,צמודות כמו בסימון B,מנוגד,סגור,לא רלוונטי,לא רלוונטי,לא רלוונטי,לצד הנגדי,למעלה,קירוב בלבד,בסוף הסימן,רֹאשׁ,מצח ורקות (כמו כתר),לא רלוונטי,באותו הצד,כן,קשת,לא רלוונטי,אנכי (למעלה/למטה),לא רלוונטי,נגד כיוון השעון,לא רלוונטי,לא,לא רלוונטי,כן,הנהון,מרובות,כן,לא רלוונטי,לא (חד כיווני),לא,לא,לא,לא
593,TO TEACH,ללמד,SINGLE,https://vimeo.com/398794329,Sequence-AE-33_4-TEACH.mp4,5.619,לא רלוונטי,לא רלוונטי,2,רגע,Flat-O.jpg,לא רלוונטי,N/A,רגע,Flat-O.jpg,לא,TIMRP,זווית,צמודות כמו בסימון B,מנוגד,סגור,כן,אותו,לא,קדימה,למעלה,לא,לא רלוונטי,שטח נייטרלי,שטח נייטרלי,לא רלוונטי,סימטריה עם שימוש בשתי הידיים,כן,ישר,ישר,אופקי (מצד לצד),חתך אמצעי (פנימה/החוצה),צד נגדי>צד דומיננטי,קרוב>מרוחק,לא,לא רלוונטי,לא,לא רלוונטי,מרובות,לא,סִימוּלטָנִי,לא (חד כיווני),כן,לא,לא,לא
