Hebrew Text,Hebrew Gloss
הנהג הסיע נוסעים לשדה תעופה,נהג הסיע נוסעים שדה תעופה
הדואר שלח מכתבים וחבילות לבתים,דואר שלח מכתבים חבילות בתים
המרצה העביר שיעור על ספרות עברית,מרצה העביר שיעור ספרות עברית
המדריך הדריך קבוצת צליינים בירושלים,מדריך הדריך קבוצת צליינים ירושלים
המאמן אימן שחקני כדורסל לקראת משחק גמר,מאמן אימן שחקני כדורסל לקראת משחק גמר
השחקן הופיע בהצגה חדשה בתיאטרון הלאומי,שחקן הופיע הצגה חדשה תיאטרון לאומי
הזמר הלחין שיר חדש לאלבום הבא,זמר הלחין שיר חדש אלבום הבא
המלחין כתב יצירה קלאסית לתזמורת סימפונית,מלחין כתב יצירה קלאסית תזמורת סימפונית
הרקדן ביצע ריקוד מודרני במופע מחול,רקדן ביצע ריקוד מודרני מופע מחול
השופט שרק לסיום משחק כדורגל,שופט שרק סיום משחק כדורגל
הפרשן ניתח מהלכים במשחק כדורסל,פרשן ניתח מהלכים משחק כדורסל
האוהד עידד קבוצת כדורסל במגרש ספורט,אוהד עידד קבוצת כדורסל מגרש ספורט
הצליין התפלל בכותל המערבי בבוקר,צליין התפלל כותל מערבי בוקר
המתנדב עזר לקשישים בבית אבות בצהריים,מתנדב עזר קשישים בית אבות צהריים
התורם תרם בגדים לנזקקים בערב,תורם תרם בגדים נזקקים ערב
האומן צייר ציור קיר בבית קפה בצהריים,אומן צייר ציור קיר בית קפה צהריים
הפסל יצר פסל אבן בגינה ציבורית בבוקר,פסל יצר פסל אבן גינה ציבורית בוקר
הסופר כתב רומן היסטורי חדש על מלחמת העולם השנייה,סופר כתב רומן היסטורי חדש מלחמת העולם השנייה
המשורר כתב שיר אהבה חדש לאשתו,משורר כתב שיר אהבה חדש אשתו
השחקן שיחק בסרט פעולה חדש בקיץ,שחקן שיחק סרט פעולה חדש קיץ
הבמאי ביים סדרה דוקומנטרית לטלוויזיה על טבע,במאי ביים סדרה דוקומנטרית טלוויזיה טבע
הרופא ביצע ניתוח לב בבית חולים בבוקר,רופא ביצע ניתוח לב בית חולים בוקר
האחות הכינה תרופות למטופלים במחלקה פנימית,אחות הכינה תרופות מטופלים מחלקה פנימית
החייל סייר בשטח אויב עם צוות בערב,חייל סייר שטח אויב צוות ערב
השוטר תפס חשוד ברצח בבוקר ברחוב,שוטר תפס חשוד רצח בוקר רחוב
הכבאי חילץ לכודים מבניין בוער בערב במרכז העיר,כבאי חילץ לכודים בניין בוער ערב מרכז עיר
הטייס הנחית מטוס בתנאי ראות קשים בשדה תעופה,טייס הנחית מטוס תנאי ראות קשים שדה תעופה
הימאי תיקן תקלה במנוע ספינה בים סוער,ימאי תיקן תקלה מנוע ספינה ים סוער
הצוללן גילה מינים חדשים בעומק הים האדום בבוקר,צוללן גילה מינים חדשים עומק ים אדום בוקר
האסטרונאוט ערך ניסויים בחלל בתחנת חלל בינלאומית בצהריים,אסטרונאוט ערך ניסויים חלל תחנת חלל בינלאומית צהריים
החקלאי זרע חיטה בשדה גדול בדרום בקיץ,חקלאי זרע חיטה שדה גדול דרום קיץ
הדייג תפס דגים רבים ברשת בכינרת בבוקר,דייג תפס דגים רבים רשת כינרת בוקר
הנגר בנה ארון ספרים מעוצב מעץ מלא בערב,נגר בנה ארון ספרים מעוצב עץ מלא ערב
החשמלאי חיבר חוטים ללוח חשמל בבניין חדש בצהריים,חשמלאי חיבר חוטים לוח חשמל בניין חדש צהריים
האינסטלטור התקין ברז חדש בחדר אמבטיה בבית מלון בבוקר,אינסטלטור התקין ברז חדש חדר אמבטיה בית מלון בוקר
המתכנת תיקן באג בתוכנה חדשה לחברה גדולה בערב,מתכנת תיקן באג תוכנה חדשה חברה גדולה ערב
המהנדס תכנן גשר תלוי מעל נהר רחב בצפון בצהריים,מהנדס תכנן גשר תלוי נהר רחב צפון צהריים
האדריכל תכנן בית עם נוף לים בחיפה בבוקר,אדריכל תכנן בית נוף ים חיפה בוקר
השופט פסק דין בתיק מורכב היום בתל אביב בערב,שופט פסק דין תיק מורכב היום תל אביב ערב
הילדים שיחקו בכדור בחצר,ילדים שיחקו כדור חצר
האישה קנתה פרחים בשוק,אישה קנתה פרחים שוק
הנהג נסע באוטובוס לעבודה,נהג נסע אוטובוס עבודה
התלמידים למדו למבחן בספרייה,תלמידים למדו מבחן ספרייה
השכנים ארגנו מסיבה בגינה,שכנים ארגנו מסיבה גינה
הזמר שר שיר חדש בהופעה,זמר שר שיר חדש הופעה
האופה אפה עוגיות לילדים,אופה אפה עוגיות ילדים
הטבח הכין ארוחת צהריים טעימה,טבח הכין ארוחת צהריים טעימה
הספרן סידר ספרים על המדפים,ספרן סידר ספרים מדפים
החשמלאי תיקן את הנורה בחדר,חשמלאי תיקן נורה חדר
האינסטלטור פתח סתימה בכיור במטבח,אינסטלטור פתח סתימה כיור מטבח
השופט גזר עונש על הנאשם בבית המשפט,שופט גזר עונש נאשם בית משפט
העורך ערך כתבה חדשה בעיתון,עורך ערך כתבה חדשה עיתון
הצלם צילם תמונות של נוף בטבע,צלם צילם תמונות נוף טבע
המוכר מכר בגדים חדשים ללקוחות בחנות,מוכר מכר בגדים חדשים לקוחות חנות
הנהג הסיע תיירים לסיור בעיר העתיקה,נהג הסיע תיירים סיור עיר עתיקה
המדריך הדריך קבוצת מטיילים בטבע בהרים,מדריך הדריך קבוצת מטיילים טבע הרים
המאמן אימן את השחקנים לקראת משחק חשוב,מאמן אימן שחקנים לקראת משחק חשוב
השופט שרק לסיום משחק כדורגל במגרש,שופט שרק סיום משחק כדורגל מגרש
הפרשן ניתח מהלכים במשחק כדורסל בטלוויזיה,פרשן ניתח מהלכים משחק כדורסל טלוויזיה
הצליין התפלל בכותל המערבי בבוקר בירושלים,צליין התפלל כותל מערבי בוקר ירושלים
התורם תרם בגדים לנזקקים בערב בעיר,תורם תרם בגדים נזקקים ערב עיר
השחקן שיחק בסרט פעולה חדש בקיץ בקולנוע,שחקן שיחק סרט פעולה חדש קיץ קולנוע
האדריכל תכנן בית עם נוף לים בחיפה בוקר,אדריכל תכנן בית נוף ים חיפה בוקר
הילדים שיחקו בכדור בחצר בית הספר,ילדים שיחקו כדור חצר בית ספר
האישה קנתה פרחים בשוק המקומי,אישה קנתה פרחים שוק מקומי
הנהג נסע באוטובוס לעבודה בבוקר,נהג נסע אוטובוס עבודה בוקר
התלמידים למדו למבחן בספרייה העירונית,תלמידים למדו מבחן ספרייה עירונית
השכנים ארגנו מסיבה בגינה האחורית,שכנים ארגנו מסיבה גינה אחורית
הזמר שר שיר חדש בהופעה חיה,זמר שר שיר חדש הופעה חיה
האופה אפה עוגיות שוקולד לילדים,אופה אפה עוגיות שוקולד ילדים
הטבח הכין ארוחת צהריים טעימה לאורחים,טבח הכין ארוחת צהריים טעימה אורחים
הספרן סידר ספרים על המדפים הגבוהים,ספרן סידר ספרים מדפים גבוהים
החשמלאי תיקן את הנורה בחדר השינה,חשמלאי תיקן נורה חדר שינה
האינסטלטור פתח סתימה בכיור במטבח בבוקר,אינסטלטור פתח סתימה כיור מטבח בוקר
המתכנת פיתח אפליקציה חדשה לטלפון חכם,מתכנת פיתח אפליקציה חדשה טלפון חכם
המהנדס תכנן גשר חדש מעל נהר רחב,מהנדס תכנן גשר חדש נהר רחב
האדריכל תכנן בית עם בריכה בחצר האחורית,אדריכל תכנן בית בריכה חצר אחורית
השופט גזר עונש על הנאשם בבית המשפט המחוזי,שופט גזר עונש נאשם בית משפט מחוזי
העורך ערך כתבה חדשה בעיתון היומי,עורך ערך כתבה חדשה עיתון יומי
הצלם צילם תמונות של נוף בטבע בהרים,צלם צילם תמונות נוף טבע הרים
המוכר מכר בגדים חדשים ללקוחות בחנות במרכז העיר,מוכר מכר בגדים חדשים לקוחות חנות מרכז עיר
הנהג הסיע תיירים לסיור בעיר העתיקה בירושלים,נהג הסיע תיירים סיור עיר עתיקה ירושלים
הדואר שלח חבילות ללקוחות ברחבי הארץ במהירות,דואר שלח חבילות לקוחות רחבי ארץ מהירות
המרצה העביר הרצאה מעניינת באוניברסיטה בבוקר,מרצה העביר הרצאה מעניינת אוניברסיטה בוקר
המדריך הדריך קבוצת מטיילים בטבע בהרים בצפון,מדריך הדריך קבוצת מטיילים טבע הרים צפון
המאמן אימן את השחקנים לקראת משחק חשוב בערב,מאמן אימן שחקנים לקראת משחק חשוב ערב
השחקן הופיע בהצגה חדשה בתיאטרון הלאומי בתל אביב,שחקן הופיע הצגה חדשה תיאטרון לאומי תל אביב
הזמר הלחין שיר חדש לאלבום הבא בבית,זמר הלחין שיר חדש אלבום הבא בית
המלחין כתב יצירה קלאסית לתזמורת סימפונית בצהריים,מלחין כתב יצירה קלאסית תזמורת סימפונית צהריים
הרקדן ביצע ריקוד מודרני במופע מחול בערב,רקדן ביצע ריקוד מודרני מופע מחול ערב
השופט שרק לסיום משחק כדורגל במגרש הספורט,שופט שרק סיום משחק כדורגל מגרש ספורט
הפרשן ניתח מהלכים במשחק כדורסל בטלוויזיה בבוקר,פרשן ניתח מהלכים משחק כדורסל טלוויזיה בוקר
האוהד עידד קבוצת כדורסל במגרש ספורט בצהריים,אוהד עידד קבוצת כדורסל מגרש ספורט צהריים
המתנדב עזר לקשישים בבית אבות בצהריים בעיר,מתנדב עזר קשישים בית אבות צהריים עיר
התורם תרם בגדים לנזקקים בערב בעיר הגדולה,תורם תרם בגדים נזקקים ערב עיר גדולה
